"country","year","Y","SE_var","Region","source_cov","source_cov2","cov1","cov2","P_Region"
"Country 154",2008,NA,NA,"Region 5",0,0,0.0422446321553117,0.0017846089459376,"Region 5"
"Country 154",2009,NA,NA,"Region 5",0,0,0.0480291094225147,0.00230679535191989,"Region 5"
"Country 154",2010,NA,NA,"Region 5",0,0,0.0530525477018308,0.00281457281765503,"Region 5"
"Country 154",2011,NA,NA,"Region 5",0,0,0.0589131359364478,0.00347075758586637,"Region 5"
"Country 154",2012,0.184818600266633,0.018946710973978,"Region 5",0,0,0.0659388363333827,0.00434793013700063,"Region 5"
"Country 154",2013,NA,NA,"Region 5",0,0,0.0694515333566957,0.00482351548559622,"Region 5"
"Country 154",2014,NA,NA,"Region 5",0,0,0.0739299113993748,0.0054656317995194,"Region 5"
"Country 154",2015,NA,NA,"Region 5",0,0,0.0781109558364127,0.00610132142167802,"Region 5"
"Country 154",2016,NA,NA,"Region 5",0,0,0.0822266733486657,0.00676122580998818,"Region 5"
"Country 154",2017,NA,NA,"Region 5",0,0,0.0863581479227408,0.00745772971264598,"Region 5"
"Country 154",2018,NA,NA,"Region 5",0,0,0.0902907590074057,0.00815242116213341,"Region 5"
"Country 154",2019,NA,NA,"Region 5",0,0,0.0941762189090537,0.008869160208006,"Region 5"
"Country 154",2020,NA,NA,"Region 5",0,0,0.0965278477211238,0.00931762538567246,"Region 5"
"Country 154",2021,NA,NA,"Region 5",0,0,0.0988642848375447,0.00977414681643918,"Region 5"
"Country 154",2022,NA,NA,"Region 5",0,0,0.100831196313355,0.0101669301499823,"Region 5"
"Country 155",1990,NA,NA,"Region 5",0,0,-0.112937006718808,0.0127547674866042,"Region 5"
"Country 155",1991,NA,NA,"Region 5",0,0,-0.104638820786958,0.0109492828156852,"Region 5"
"Country 155",1992,NA,NA,"Region 5",0,0,-0.0960803625485323,0.00923143606745741,"Region 5"
"Country 155",1993,NA,NA,"Region 5",0,0,-0.0881564789747813,0.00777156478523106,"Region 5"
"Country 155",1994,NA,NA,"Region 5",0,0,-0.0811025875706613,0.00657762971065678,"Region 5"
"Country 155",1995,NA,NA,"Region 5",0,0,-0.0739732352765453,0.00547203953727912,"Region 5"
"Country 155",1996,NA,NA,"Region 5",0,0,-0.0673141401064653,0.00453119345827284,"Region 5"
"Country 155",1997,NA,NA,"Region 5",0,0,-0.0609379122011113,0.00371342914343035,"Region 5"
"Country 155",1998,NA,NA,"Region 5",0,0,-0.0548838011596283,0.00301223162972962,"Region 5"
"Country 155",1999,NA,NA,"Region 5",0,0,-0.0488936066145342,0.00239058476777683,"Region 5"
"Country 155",2000,NA,NA,"Region 5",0,0,-0.0429847686514103,0.00184769033601527,"Region 5"
"Country 155",2001,NA,NA,"Region 5",0,0,-0.0373883868820802,0.00139789147364411,"Region 5"
"Country 155",2002,NA,NA,"Region 5",0,0,-0.0315899579258923,0.000997925441759643,"Region 5"
"Country 155",2003,NA,NA,"Region 5",0,0,-0.0255128088533942,0.000650903415589832,"Region 5"
"Country 155",2004,NA,NA,"Region 5",0,0,-0.0195415828687353,0.000381873461015649,"Region 5"
"Country 155",2005,NA,NA,"Region 5",0,0,-0.0138282454662433,0.000191220372674678,"Region 5"
"Country 155",2006,NA,NA,"Region 5",0,0,-0.00784960285986025,6.16162650575262e-05,"Region 5"
"Country 155",2007,NA,NA,"Region 5",0,0,-0.00198705050272929,3.94836970039674e-06,"Region 5"
"Country 155",2008,NA,NA,"Region 5",0,0,0.00354961879201576,1.25997935686314e-05,"Region 5"
"Country 155",2009,NA,NA,"Region 5",0,0,0.00851038370410973,7.24266307911764e-05,"Region 5"
"Country 155",2010,NA,NA,"Region 5",0,0,0.0129284976384607,0.000167146051187684,"Region 5"
"Country 155",2011,NA,NA,"Region 5",0,0,0.0171350939288887,0.000293611443951838,"Region 5"
"Country 155",2012,NA,NA,"Region 5",0,0,0.0211677785712977,0.00044807484964349,"Region 5"
"Country 155",2013,NA,NA,"Region 5",0,0,0.0252989056574477,0.000640034627464442,"Region 5"
"Country 155",2014,NA,NA,"Region 5",0,0,0.0301625998167777,0.000909782427707079,"Region 5"
"Country 155",2015,NA,NA,"Region 5",0,0,0.0342003965302767,0.00116966712282816,"Region 5"
"Country 155",2016,NA,NA,"Region 5",0,0,0.0382313759371807,0.00146163810605004,"Region 5"
"Country 155",2017,NA,NA,"Region 5",0,0,0.0422596062365527,0.00178587431926848,"Region 5"
"Country 155",2018,NA,NA,"Region 5",0,0,0.0464669332085718,0.00215917588180987,"Region 5"
"Country 155",2019,NA,NA,"Region 5",0,0,0.0508795663678967,0.00258873027378521,"Region 5"
"Country 155",2020,NA,NA,"Region 5",0,0,0.0544003810471717,0.00295940145807748,"Region 5"
"Country 155",2021,NA,NA,"Region 5",0,0,0.0578565887996018,0.0033473848675262,"Region 5"
"Country 155",2022,NA,NA,"Region 5",0,0,0.0607086976418907,0.0036855459693745,"Region 5"
"Country 156",1990,NA,NA,"Region 2",0,0,-0.0285241333420623,0.000813626182915749,"Region 2"
"Country 156",1991,NA,NA,"Region 2",0,0,-0.0245755886625293,0.000603959558109838,"Region 2"
"Country 156",1992,NA,NA,"Region 2",0,0,-0.0209708501845023,0.00043977655746084,"Region 2"
"Country 156",1993,NA,NA,"Region 2",0,0,-0.0172369572362673,0.000297112694764907,"Region 2"
"Country 156",1994,NA,NA,"Region 2",0,0,-0.0141950217765893,0.000201498643237844,"Region 2"
"Country 156",1995,NA,NA,"Region 2",0,0,-0.0106867214421232,0.000114206015181537,"Region 2"
"Country 156",1996,NA,NA,"Region 2",0,0,-0.00658172575559024,4.33191139217999e-05,"Region 2"
"Country 156",1997,NA,NA,"Region 2",0,0,-0.00269705852246727,7.27412467361331e-06,"Region 2"
"Country 156",1998,NA,NA,"Region 2",0,0,0.00113717033505167,1.29315637092154e-06,"Region 2"
"Country 156",1999,0.14032223803789,0.00677959095020255,"Region 2",0,0,0.00467839181172569,2.1887349944022e-05,"Region 2"
"Country 156",2000,NA,NA,"Region 2",0,0,0.00865017302968474,7.48254934434852e-05,"Region 2"
"Country 156",2001,NA,NA,"Region 2",0,0,0.0130665887096447,0.000170735740507015,"Region 2"
"Country 156",2002,NA,NA,"Region 2",0,0,0.0175068673133137,0.000306490403125973,"Region 2"
"Country 156",2003,NA,NA,"Region 2",0,0,0.0219289218211707,0.000480877612239016,"Region 2"
"Country 156",2004,NA,NA,"Region 2",0,0,0.0262130406586547,0.000687123500572285,"Region 2"
"Country 156",2005,NA,NA,"Region 2",0,0,0.0305369162053137,0.000932503251330353,"Region 2"
"Country 156",2006,NA,NA,"Region 2",0,0,0.0345073473010747,0.00119075701775699,"Region 2"
"Country 156",2007,NA,NA,"Region 2",0,0,0.0384432561488837,0.00147788394332868,"Region 2"
"Country 156",2008,NA,NA,"Region 2",0,0,0.0421601715027548,0.00177748006114169,"Region 2"
"Country 156",2009,NA,NA,"Region 2",0,0,0.0447383045349167,0.00200151589265895,"Region 2"
"Country 156",2010,NA,NA,"Region 2",0,0,0.0469158057069468,0.00220109282513198,"Region 2"
"Country 156",2011,NA,NA,"Region 2",0,0,0.0494203279017648,0.00244236880991795,"Region 2"
"Country 156",2012,NA,NA,"Region 2",0,0,0.0515545259920297,0.00265786915026287,"Region 2"
"Country 156",2013,NA,NA,"Region 2",0,0,0.0543937294967757,0.0029586778085684,"Region 2"
"Country 156",2014,0.12858309730618,0.00433345232158899,"Region 2",0,0,0.0563420818696937,0.00317443018941127,"Region 2"
"Country 156",2015,NA,NA,"Region 2",0,0,0.0586578304070707,0.00344074106806467,"Region 2"
"Country 156",2016,NA,NA,"Region 2",0,0,0.0619392411960817,0.00383646959994639,"Region 2"
"Country 156",2017,NA,NA,"Region 2",0,0,0.0653995831239857,0.00427710547279112,"Region 2"
"Country 156",2018,NA,NA,"Region 2",0,0,0.0687235398872608,0.00472292493463592,"Region 2"
"Country 156",2019,NA,NA,"Region 2",0,0,0.0724594363445137,0.00525036991536463,"Region 2"
"Country 156",2020,NA,NA,"Region 2",0,0,0.0751743014164638,0.00565117559345334,"Region 2"
"Country 156",2021,NA,NA,"Region 2",0,0,0.0779369933410187,0.00607417493103799,"Region 2"
"Country 156",2022,NA,NA,"Region 2",0,0,0.0803870569382297,0.00646207892319018,"Region 2"
"Country 157",1990,NA,NA,"Region 4",0,0,0.24059739975028,0.0578871087665959,"Region 4"
"Country 157",1991,NA,NA,"Region 4",0,0,0.244039604222178,0.0595553284289171,"Region 4"
"Country 157",1992,NA,NA,"Region 4",0,0,0.247310666397245,0.0611625657138493,"Region 4"
"Country 157",1993,NA,NA,"Region 4",0,0,0.251031991365748,0.0630170606890528,"Region 4"
"Country 157",1994,NA,NA,"Region 4",0,0,0.25500280044131,0.0650264282329104,"Region 4"
"Country 157",1995,NA,NA,"Region 4",0,0,0.259387194886436,0.0672817168710538,"Region 4"
"Country 157",1996,NA,NA,"Region 4",0,0,0.263763852520644,0.0695713698965319,"Region 4"
"Country 157",1997,NA,NA,"Region 4",0,0,0.268109645761743,0.0718827821504871,"Region 4"
"Country 157",1998,NA,NA,"Region 4",0,0,0.272683516130481,0.0743562999692821,"Region 4"
"Country 157",1999,NA,NA,"Region 4",0,0,0.27757987952578,0.0770505895175464,"Region 4"
"Country 157",2000,NA,NA,"Region 4",0,0,0.280511764371449,0.0786868499507832,"Region 4"
"Country 157",2001,NA,NA,"Region 4",0,0,0.282748892195484,0.0799469360377733,"Region 4"
"Country 157",2002,NA,NA,"Region 4",0,0,0.284932621475822,0.0811865987810839,"Region 4"
"Country 157",2003,NA,NA,"Region 4",0,0,0.287067981833335,0.0824080261938638,"Region 4"
"Country 157",2004,NA,NA,"Region 4",0,0,0.289156761854959,0.0836116329264453,"Region 4"
"Country 157",2005,NA,NA,"Region 4",0,0,0.291197399184131,0.0847959252916019,"Region 4"
"Country 157",2006,NA,NA,"Region 4",0,0,0.293221809126772,0.085979029347577,"Region 4"
"Country 157",2007,NA,NA,"Region 4",0,0,0.295195935242182,0.0871406401835063,"Region 4"
"Country 157",2008,NA,NA,"Region 4",0,0,0.297118588547306,0.0882794556603431,"Region 4"
"Country 157",2009,NA,NA,"Region 4",0,0,0.298992976641555,0.0893968000809773,"Region 4"
"Country 157",2010,NA,NA,"Region 4",0,0,0.300823249911801,0.0904946276874977,"Region 4"
"Country 157",2011,NA,NA,"Region 4",0,0,0.302650810360843,0.0915975130120748,"Region 4"
"Country 157",2012,NA,NA,"Region 4",0,0,0.304447444399899,0.0926882464016294,"Region 4"
"Country 157",2013,NA,NA,"Region 4",0,0,0.306211764663919,0.0937656448185912,"Region 4"
"Country 157",2014,NA,NA,"Region 4",0,0,0.307943729893175,0.0948293407805206,"Region 4"
"Country 157",2015,NA,NA,"Region 4",0,0,0.309644112567163,0.0958794764475057,"Region 4"
"Country 157",2016,NA,NA,"Region 4",0,0,0.30938501846354,0.0957190896496848,"Region 4"
"Country 157",2017,NA,NA,"Region 4",0,0,0.309455411940931,0.0957626519795311,"Region 4"
"Country 157",2018,NA,NA,"Region 4",0,0,0.310032068676197,0.096119883607642,"Region 4"
"Country 157",2019,NA,NA,"Region 4",0,0,0.311105391527853,0.0967865646376986,"Region 4"
"Country 157",2020,NA,NA,"Region 4",0,0,0.310764012352924,0.0965742713736881,"Region 4"
"Country 157",2021,NA,NA,"Region 4",0,0,0.310770771680618,0.0965784725309666,"Region 4"
"Country 157",2022,NA,NA,"Region 4",0,0,0.310884932541616,0.096649441281405,"Region 4"
"Country 158",1990,NA,NA,"Region 9",0,0,-0.271138186489953,0.0735159161730607,"Region 9"
"Country 158",1991,NA,NA,"Region 9",0,0,-0.268847517011741,0.0722789874033785,"Region 9"
"Country 158",1992,NA,NA,"Region 9",0,0,-0.266707351739346,0.0711328114718154,"Region 9"
"Country 158",1993,NA,NA,"Region 9",0,0,-0.264635517088166,0.0700319569045212,"Region 9"
"Country 158",1994,NA,NA,"Region 9",0,0,-0.262269291669572,0.0687851813528592,"Region 9"
"Country 158",1995,NA,NA,"Region 9",0,0,-0.259625374350733,0.0674053350067584,"Region 9"
"Country 158",1996,NA,NA,"Region 9",0,0,-0.256485994577467,0.0657850654143926,"Region 9"
"Country 158",1997,NA,NA,"Region 9",0,0,-0.25278441391974,0.0638999599207466,"Region 9"
"Country 158",1998,NA,NA,"Region 9",0,0,-0.247840793720575,0.0614250590320447,"Region 9"
"Country 158",1999,NA,NA,"Region 9",0,0,-0.242750240332719,0.058927679181593,"Region 9"
"Country 158",2000,NA,NA,"Region 9",0,0,-0.237169641794635,0.0562494389889956,"Region 9"
"Country 158",2001,NA,NA,"Region 9",0,0,-0.230351754721026,0.0530619309030558,"Region 9"
"Country 158",2002,NA,NA,"Region 9",0,0,-0.223232130155342,0.0498325839336917,"Region 9"
"Country 158",2003,NA,NA,"Region 9",0,0,-0.215632921809338,0.0464975569680322,"Region 9"
"Country 158",2004,NA,NA,"Region 9",0,0,-0.207658235150853,0.0431219426259671,"Region 9"
"Country 158",2005,NA,NA,"Region 9",0,0,-0.199219285573162,0.0396883237442812,"Region 9"
"Country 158",2006,NA,NA,"Region 9",0,0,-0.190533055961722,0.0363028454141128,"Region 9"
"Country 158",2007,NA,NA,"Region 9",0,0,-0.182312710745579,0.0332379244994013,"Region 9"
"Country 158",2008,NA,NA,"Region 9",0,0,-0.173995117349906,0.0302743008616077,"Region 9"
"Country 158",2009,NA,NA,"Region 9",0,0,-0.166166075016379,0.027611164486349,"Region 9"
"Country 158",2010,NA,NA,"Region 9",0,0,-0.157651461807823,0.0248539834101436,"Region 9"
"Country 158",2011,NA,NA,"Region 9",0,0,-0.148820211823153,0.0221474554470882,"Region 9"
"Country 158",2012,NA,NA,"Region 9",0,0,-0.140048726309424,0.019613645740892,"Region 9"
"Country 158",2013,NA,NA,"Region 9",0,0,-0.131486366513096,0.0172886645788163,"Region 9"
"Country 158",2014,0.06268311108066,0.004665931686759,"Region 9",0,0,-0.123014485086268,0.0151325635410397,"Region 9"
"Country 158",2015,NA,NA,"Region 9",0,0,-0.115339137377866,0.0133031166110703,"Region 9"
"Country 158",2016,NA,NA,"Region 9",0,0,-0.106527272989241,0.0113480598905243,"Region 9"
"Country 158",2017,NA,NA,"Region 9",0,0,-0.0979155144846473,0.00958744797679318,"Region 9"
"Country 158",2018,NA,NA,"Region 9",0,0,-0.0895650868382023,0.00802190478033472,"Region 9"
"Country 158",2019,NA,NA,"Region 9",0,0,-0.0814486723041233,0.00663388622010446,"Region 9"
"Country 158",2020,NA,NA,"Region 9",0,0,-0.0750335271062433,0.00563003019000334,"Region 9"
"Country 158",2021,NA,NA,"Region 9",0,0,-0.0688964183876433,0.00474671646664519,"Region 9"
"Country 158",2022,NA,NA,"Region 9",0,0,-0.0641374934074043,0.00411361806058483,"Region 9"
"Country 159",1990,NA,NA,"Region 4",0,0,-0.0548047240742853,0.00300355778085854,"Region 4"
"Country 159",1991,NA,NA,"Region 4",0,0,-0.0444694593538123,0.00197753281522036,"Region 4"
"Country 159",1992,NA,NA,"Region 4",0,0,-0.0335019911388983,0.00112238341027082,"Region 4"
"Country 159",1993,NA,NA,"Region 4",0,0,-0.0227096701571973,0.000515729118648696,"Region 4"
"Country 159",1994,0.0262077100151496,0.00333462540730642,"Region 4",0,0,-0.0120900274788993,0.00014616876444054,"Region 4"
"Country 159",1995,NA,NA,"Region 4",0,0,-0.00157410971831828,2.47782140530407e-06,"Region 4"
"Country 159",1996,NA,NA,"Region 4",0,0,0.00913858350113772,8.35137084072665e-05,"Region 4"
"Country 159",1997,NA,NA,"Region 4",0,0,0.0197327168778727,0.000389380115382282,"Region 4"
"Country 159",1998,NA,NA,"Region 4",0,0,0.0300517982360127,0.000903110577218014,"Region 4"
"Country 159",1999,NA,NA,"Region 4",0,0,0.0401577267466647,0.00161264301745979,"Region 4"
"Country 159",2000,NA,NA,"Region 4",0,0,0.0506903476350817,0.00256951134336544,"Region 4"
"Country 159",2001,NA,NA,"Region 4",0,0,0.0608963656048267,0.00370836734387672,"Region 4"
"Country 159",2002,NA,NA,"Region 4",0,0,0.0710178368481227,0.00504353315058657,"Region 4"
"Country 159",2003,NA,NA,"Region 4",0,0,0.0817945488521287,0.00669034822192326,"Region 4"
"Country 159",2004,0.138296946899577,0.00960379984526583,"Region 4",0,0,0.0933440708901208,0.00871311557033989,"Region 4"
"Country 159",2005,NA,NA,"Region 4",0,0,0.105573389460065,0.0111457405620865,"Region 4"
"Country 159",2006,NA,NA,"Region 4",0,0,0.118002990448887,0.0139247057548801,"Region 4"
"Country 159",2007,NA,NA,"Region 4",0,0,0.130156678551611,0.0169407609715873,"Region 4"
"Country 159",2008,NA,NA,"Region 4",0,0,0.142732162101309,0.0203724700981143,"Region 4"
"Country 159",2009,NA,NA,"Region 4",0,0,0.153476749020873,0.023555112490016,"Region 4"
"Country 159",2010,NA,NA,"Region 4",0,0,0.164227098882976,0.0269705400075187,"Region 4"
"Country 159",2011,NA,NA,"Region 4",0,0,0.175575479495556,0.0308267490000943,"Region 4"
"Country 159",2012,NA,NA,"Region 4",0,0,0.186106320619453,0.0346355625745105,"Region 4"
"Country 159",2013,NA,NA,"Region 4",0,0,0.195440288872683,0.0381969065146377,"Region 4"
"Country 159",2014,NA,NA,"Region 4",0,0,0.203849967268479,0.0415548091553598,"Region 4"
"Country 159",2015,NA,NA,"Region 4",0,0,0.211335156043443,0.0446625481799063,"Region 4"
"Country 159",2016,NA,NA,"Region 4",0,0,0.218152836189259,0.0475906599374176,"Region 4"
"Country 159",2017,NA,NA,"Region 4",0,0,0.224535944092873,0.0504163901896777,"Region 4"
"Country 159",2018,NA,NA,"Region 4",0,0,0.230531560080899,0.053144800193333,"Region 4"
"Country 159",2019,NA,NA,"Region 4",0,0,0.236058522918926,0.055723626242665,"Region 4"
"Country 159",2020,NA,NA,"Region 4",0,0,0.240671936560478,0.0579229810477706,"Region 4"
"Country 159",2021,NA,NA,"Region 4",0,0,0.24496346205689,0.0600070977428972,"Region 4"
"Country 159",2022,NA,NA,"Region 4",0,0,0.248614738760968,0.0618092883291842,"Region 4"
"Country 16",1990,NA,NA,"Region 4",0,0,0.0801672104117417,0.00642678162520046,"Region 4"
"Country 16",1991,NA,NA,"Region 4",0,0,0.0848831113946347,0.00720514260003396,"Region 4"
"Country 16",1992,NA,NA,"Region 4",0,0,0.0905551349828048,0.00820023247175399,"Region 4"
"Country 16",1993,NA,NA,"Region 4",0,0,0.0965290000103567,0.00931784784299944,"Region 4"
"Country 16",1994,NA,NA,"Region 4",0,0,0.101554136530582,0.010313242646472,"Region 4"
"Country 16",1995,NA,NA,"Region 4",0,0,0.105031350487578,0.0110315845852444,"Region 4"
"Country 16",1996,NA,NA,"Region 4",0,0,0.107805480976862,0.0116220217286525,"Region 4"
"Country 16",1997,NA,NA,"Region 4",0,0,0.109965514457575,0.0120924143699191,"Region 4"
"Country 16",1998,NA,NA,"Region 4",0,0,0.11142238664443,0.0124149482455408,"Region 4"
"Country 16",1999,NA,NA,"Region 4",0,0,0.112833715988773,0.012731447463835,"Region 4"
"Country 16",2000,NA,NA,"Region 4",0,0,0.1149648066916,0.0132169067776369,"Region 4"
"Country 16",2001,NA,NA,"Region 4",0,0,0.117660772909584,0.0138440574816806,"Region 4"
"Country 16",2002,NA,NA,"Region 4",0,0,0.121512471420132,0.0147652807106283,"Region 4"
"Country 16",2003,NA,NA,"Region 4",0,0,0.125851843763637,0.0158386865787068,"Region 4"
"Country 16",2004,NA,NA,"Region 4",0,0,0.12999461257429,0.0168985992983397,"Region 4"
"Country 16",2005,NA,NA,"Region 4",0,0,0.133361652959588,0.0177853304801135,"Region 4"
"Country 16",2006,NA,NA,"Region 4",0,0,0.135909222298395,0.0184713167057545,"Region 4"
"Country 16",2007,NA,NA,"Region 4",0,0,0.138857294949121,0.0192813483605871,"Region 4"
"Country 16",2008,NA,NA,"Region 4",0,0,0.142089876975952,0.0201895331390411,"Region 4"
"Country 16",2009,NA,NA,"Region 4",0,0,0.145201561802786,0.0210834935499682,"Region 4"
"Country 16",2010,NA,NA,"Region 4",0,0,0.148098266551066,0.0219330965554305,"Region 4"
"Country 16",2011,NA,NA,"Region 4",0,0,0.150813508107724,0.0227447142277585,"Region 4"
"Country 16",2012,0.269056592556698,0.0177190266549587,"Region 4",0,0,0.153539539519481,0.0235743901958542,"Region 4"
"Country 16",2013,NA,NA,"Region 4",0,0,0.155552218204732,0.0241964925884125,"Region 4"
"Country 16",2014,NA,NA,"Region 4",0,0,0.154612909037575,0.0239051516410614,"Region 4"
"Country 16",2015,NA,NA,"Region 4",0,0,0.156364741097438,0.0244499322584687,"Region 4"
"Country 16",2016,NA,NA,"Region 4",0,0,0.158428918534638,0.0250997222280549,"Region 4"
"Country 16",2017,NA,NA,"Region 4",0,0,0.160536419888511,0.0257719421106202,"Region 4"
"Country 16",2018,NA,NA,"Region 4",0,0,0.162870192736877,0.0265266996821474,"Region 4"
"Country 16",2019,NA,NA,"Region 4",0,0,0.16547745092069,0.0273827867632093,"Region 4"
"Country 16",2020,NA,NA,"Region 4",0,0,0.167117072944265,0.0279281160694587,"Region 4"
"Country 16",2021,NA,NA,"Region 4",0,0,0.168871835060024,0.0285176966765398,"Region 4"
"Country 16",2022,NA,NA,"Region 4",0,0,0.170228049782307,0.0289775889326875,"Region 4"
"Country 160",1990,NA,NA,"Region 9",0,0,-0.33436766752817,0.111801737088229,"Region 9"
"Country 160",1991,0.0711248013471205,0.00586491649063344,"Region 9",0,0,-0.327982187877417,0.107572315564857,"Region 9"
"Country 160",1992,NA,NA,"Region 9",0,0,-0.321682749622264,0.10347979140454,"Region 9"
"Country 160",1993,0.0712160469596856,0.00321780634112656,"Region 9",0,0,-0.315641328139014,0.0996294480293609,"Region 9"
"Country 160",1994,NA,NA,"Region 9",0,0,-0.310171111487639,0.0962061184014775,"Region 9"
"Country 160",1995,NA,NA,"Region 9",0,0,-0.304994807051556,0.0930218323284161,"Region 9"
"Country 160",1996,NA,NA,"Region 9",0,0,-0.30003413062391,0.0900204795392456,"Region 9"
"Country 160",1997,NA,NA,"Region 9",0,0,-0.295263634137179,0.0871806136438941,"Region 9"
"Country 160",1998,NA,NA,"Region 9",0,0,-0.290413116107586,0.0843397780073184,"Region 9"
"Country 160",1999,NA,NA,"Region 9",0,0,-0.285439652443114,0.0814757951868459,"Region 9"
"Country 160",2000,0.0579783757633574,0.00404995586723089,"Region 9",0,0,-0.280730622018107,0.0788096821386734,"Region 9"
"Country 160",2001,NA,NA,"Region 9",0,0,-0.276185623472198,0.0762784986127269,"Region 9"
"Country 160",2002,NA,NA,"Region 9",0,0,-0.272193269208356,0.0740891758023327,"Region 9"
"Country 160",2003,NA,NA,"Region 9",0,0,-0.268143274631645,0.0719008157301819,"Region 9"
"Country 160",2004,NA,NA,"Region 9",0,0,-0.263993796986335,0.0696927248472624,"Region 9"
"Country 160",2005,0.0462351088992402,0.00395394116640091,"Region 9",0,0,-0.259510076021713,0.0673454795567954,"Region 9"
"Country 160",2006,NA,NA,"Region 9",0,0,-0.254893876503026,0.06497088827874,"Region 9"
"Country 160",2007,NA,NA,"Region 9",0,0,-0.249774391182331,0.0623872464905043,"Region 9"
"Country 160",2008,NA,NA,"Region 9",0,0,-0.244377042081845,0.059720138696672,"Region 9"
"Country 160",2009,NA,NA,"Region 9",0,0,-0.238560873336691,0.0569112902871649,"Region 9"
"Country 160",2010,NA,NA,"Region 9",0,0,-0.23238179158291,0.0540012970592832,"Region 9"
"Country 160",2011,0.0512320228147558,0.00327020487748086,"Region 9",0,0,-0.226139746398404,0.0511391849011346,"Region 9"
"Country 160",2012,0.0218674400888733,0.000727230566553771,"Region 9",1,0,-0.219636794119283,0.0482403213309964,"Region 9"
"Country 160",2013,0.0274262907831789,0.00197986839339137,"Region 9",0,0,-0.212946428833332,0.0453461815528694,"Region 9"
"Country 160",2014,0.0252764540993608,0.00180774740874767,"Region 9",0,0,-0.206121259992224,0.0424859738207821,"Region 9"
"Country 160",2015,0.0196553546466534,0.00155913550406694,"Region 9",0,0,-0.19925109820097,0.0397010001342927,"Region 9"
"Country 160",2016,0.0183459671344523,0.00216842163354158,"Region 9",0,0,-0.192421371094287,0.0370259840538054,"Region 9"
"Country 160",2017,0.0181889962670454,0.00107361050322652,"Region 9",0,0,-0.184960968160365,0.0342105597428197,"Region 9"
"Country 160",2018,0.0288669397802705,0.00205045216716826,"Region 9",0,0,-0.17717409261992,0.0313906590956921,"Region 9"
"Country 160",2019,0.0796945653728379,0.00227575120516121,"Region 9",1,0,-0.16924181311893,0.0286427913077829,"Region 9"
"Country 160",2020,NA,NA,"Region 9",0,0,-0.161622992995656,0.026121991864874,"Region 9"
"Country 160",2021,NA,NA,"Region 9",0,0,-0.154222213759679,0.0237844912169362,"Region 9"
"Country 160",2022,NA,NA,"Region 9",0,0,-0.148003081829806,0.0219049122311203,"Region 9"
"Country 161",1990,NA,NA,"Region 3",0,0,0.0606871738722677,0.00368293307260286,"Region 3"
"Country 161",1991,NA,NA,"Region 3",0,0,0.0701575415487187,0.00492208063616019,"Region 3"
"Country 161",1992,NA,NA,"Region 3",0,0,0.0743782232781027,0.0055321200980073,"Region 3"
"Country 161",1993,NA,NA,"Region 3",0,0,0.0739146789876057,0.0054633797698408,"Region 3"
"Country 161",1994,NA,NA,"Region 3",0,0,0.0746073203646908,0.0055662522519996,"Region 3"
"Country 161",1995,NA,NA,"Region 3",0,0,0.0742314440458647,0.00551030728513434,"Region 3"
"Country 161",1996,NA,NA,"Region 3",0,0,0.0772578009749947,0.00596876781149189,"Region 3"
"Country 161",1997,NA,NA,"Region 3",0,0,0.0787952560195038,0.00620869237117914,"Region 3"
"Country 161",1998,NA,NA,"Region 3",0,0,0.0810509612084437,0.00656925831281264,"Region 3"
"Country 161",1999,NA,NA,"Region 3",0,0,0.0865877361036618,0.00749743604355737,"Region 3"
"Country 161",2000,NA,NA,"Region 3",0,0,0.0901948326379067,0.00813510783458,"Region 3"
"Country 161",2001,NA,NA,"Region 3",0,0,0.0935662797747437,0.00875464871088562,"Region 3"
"Country 161",2002,NA,NA,"Region 3",0,0,0.0991267468096897,0.00982611193307233,"Region 3"
"Country 161",2003,NA,NA,"Region 3",0,0,0.104776258761152,0.0109780643999838,"Region 3"
"Country 161",2004,NA,NA,"Region 3",0,0,0.113916720300925,0.0129770191641191,"Region 3"
"Country 161",2005,0.432504493431732,0.00852303020656109,"Region 3",0,0,0.123881562957158,0.0153466416407082,"Region 3"
"Country 161",2006,NA,NA,"Region 3",0,0,0.132482373380962,0.0175515792566525,"Region 3"
"Country 161",2007,NA,NA,"Region 3",0,0,0.140468539351994,0.0197314105476826,"Region 3"
"Country 161",2008,NA,NA,"Region 3",0,0,0.148543342159557,0.0220651244999311,"Region 3"
"Country 161",2009,NA,NA,"Region 3",0,0,0.156516544190665,0.0244974286053883,"Region 3"
"Country 161",2010,0.382330168915266,0.00962190702557564,"Region 3",0,0,0.163613408701095,0.0267693475067915,"Region 3"
"Country 161",2011,NA,NA,"Region 3",0,0,0.169335929529434,0.0286746570295974,"Region 3"
"Country 161",2012,NA,NA,"Region 3",0,0,0.174175322982263,0.0303370431359755,"Region 3"
"Country 161",2013,NA,NA,"Region 3",0,0,0.178887473747172,0.0320007282636451,"Region 3"
"Country 161",2014,0.356591381660902,0.0150565160438418,"Region 3",0,0,0.183311369043716,0.0336030580206813,"Region 3"
"Country 161",2015,NA,NA,"Region 3",0,0,0.187550413268687,0.0351751575172552,"Region 3"
"Country 161",2016,NA,NA,"Region 3",0,0,0.191419870684163,0.0366415668927416,"Region 3"
"Country 161",2017,NA,NA,"Region 3",0,0,0.19514322728471,0.0380808791550919,"Region 3"
"Country 161",2018,NA,NA,"Region 3",0,0,0.199050529248346,0.0396211131940466,"Region 3"
